date,seller_id,impressions,clicks,CTR,conversions,CVR,revenue,CPC,spend,ROAS,three_month_ROAS_rolling_average
2024-05,S0085,33480,610,1.82,25,4.10,882.42,1.447,2635.83,2.99,3.16
2023-03,S0086,188610,4005,2.12,191,4.77,41745.1,10.423,142081.05,3.4,NULL
2023-04,S0086,230669,5268,2.28,254,4.82,52706.33,10.005,173514.58,3.29,3.4
2023-05,S0086,250733,5355,2.14,264,4.93,54478.27,10.173,181987.65,3.34,3.34
2023-06,S0086,258962,5620,2.17,255,4.54,54228.9,9.649,171463.58,3.16,3.34
2023-07,S0086,220248,5190,2.36,243,4.68,52664.91,10.147,151851.29,2.88,3.26
2023-08,S0086,231913,5897,2.54,244,4.14,52189.81,8.85,159093.65,3.05,3.13
2023-09,S0086,253835,5900,2.32,306,5.19,64402.35,10.916,223054.11,3.46,3.03
2023-10,S0086,277613,5786,2.08,269,4.65,57180.92,9.883,195427.23,3.42,3.15
2023-11,S0086,368335,8131,2.21,346,4.26,72441.72,8.909,224166.29,3.09,3.32
2023-12,S0086,393398,9254,2.35,452,4.88,89666.66,9.69,277487.62,3.09,3.31
2024-01,S0086,308184,6977,2.26,341,4.89,72418.66,10.38,220849.48,3.05,3.18
2024-02,S0086,203466,4296,2.11,210,4.89,44210.16,10.291,135712.46,3.07,3.08
2024-03,S0086,230508,4696,2.04,216,4.60,46760.84,9.958,150922.64,3.23,3.07
2024-04,S0086,235971,5378,2.28,254,4.72,50732.12,9.433,158867.53,3.13,3.11
2024-05,S0086,240014,4612,1.92,224,4.86,48193.11,10.45,160596.69,3.33,3.14
2024-06,S0086,208953,4899,2.34,190,3.88,38778.83,7.916,127396.21,3.29,3.23
2023-03,S0087,46944,1068,2.28,56,5.24,4638.81,4.343,14916.58,3.22,NULL
2023-04,S0087,75546,1848,2.45,106,5.74,9025.68,4.884,29245.87,3.24,3.22
2023-05,S0087,81757,1872,2.29,89,4.75,7682.14,4.104,25221.84,3.28,3.23
2023-06,S0087,143099,3547,2.48,203,5.72,17298.75,4.877,54655.72,3.16,3.25
2023-07,S0087,136810,3464,2.53,182,5.25,15207.25,4.39,48934.41,3.22,3.21
2023-08,S0087,282056,5642,2.00,274,4.86,23150.73,4.103,76505.06,3.3,3.21
2023-09,S0087,368076,7548,2.05,336,4.45,28192.86,3.735,88042.64,3.12,3.24
2023-10,S0087,497230,9832,1.98,430,4.37,35968.44,3.658,114150.9,3.17,3.21
2023-11,S0087,638191,11558,1.81,489,4.23,41215.92,3.566,127175.68,3.09,3.19
2023-12,S0087,602397,11201,1.86,480,4.29,41529.76,3.708,131343.98,3.16,3.13
2024-01,S0087,439224,8081,1.84,317,3.92,26538.24,3.284,82820.52,3.12,3.14
2024-02,S0087,281781,5221,1.85,220,4.21,18513.21,3.546,59970.68,3.24,3.12
2024-03,S0087,321062,5580,1.74,232,4.16,19798.29,3.548,60668.55,3.06,3.17
2024-04,S0087,252612,4364,1.73,156,3.57,13020.15,2.984,39748.57,3.05,3.14
2024-05,S0087,224878,3640,1.62,129,3.54,10738.86,2.95,30652.08,2.85,3.12
2024-06,S0087,165533,2547,1.54,96,3.77,8305.96,3.261,24501.32,2.95,3.01
2023-01,S0088,633332,15094,2.38,636,4.21,102704.52,6.804,340432.49,3.31,NULL
2023-02,S0088,789280,15873,2.01,746,4.70,121901.16,7.68,376223.29,3.09,3.31
2023-03,S0088,1473028,31097,2.11,1492,4.80,244138.65,7.851,782343.81,3.2,3.19
2023-04,S0088,1765228,39700,2.25,1777,4.48,291079.24,7.332,929237.25,3.19,3.2
2023-05,S0088,1661668,39311,2.37,1823,4.64,302166.35,7.687,900704.09,2.98,3.18
2023-06,S0088,1449614,33721,2.33,1622,4.81,266727.2,7.91,820446.52,3.08,3.12
2023-07,S0088,1269003,31067,2.45,1462,4.71,244458.15,7.869,796915.42,3.26,3.08
2023-08,S0088,2265187,48446,2.14,2155,4.45,355854.56,7.345,1080479.33,3.04,3.1
2023-09,S0088,1971718,39153,1.99,1721,4.40,287976.02,7.355,923292.44,3.21,3.11
2023-10,S0088,2214393,43014,1.94,1822,4.24,307450.8,7.148,982999.13,3.2,3.15
2023-11,S0088,2869251,59786,2.08,2823,4.72,463034.77,7.745,1448160.98,3.13,3.14
2023-12,S0088,3167140,64894,2.05,2930,4.52,493984.48,7.612,1471981.26,2.98,3.17
2024-01,S0088,2021045,40121,1.99,1853,4.62,307522.05,7.665,1025078.69,3.33,3.09
2024-02,S0088,1078421,24244,2.25,1221,5.04,201394.87,8.307,652586.43,3.24,3.12
2024-03,S0088,1087312,25275,2.32,1143,4.52,187485.91,7.418,582521.57,3.11,3.14
2024-04,S0088,1336924,30047,2.25,1405,4.68,231654.99,7.71,723270.75,3.12,3.25
2024-05,S0088,1783037,37185,2.09,1684,4.53,275344.05,7.405,871856.18,3.17,3.16
2024-06,S0088,309935,8317,2.68,442,5.31,69653.33,8.375,229303.47,3.29,3.14
2023-05,S0089,28322,473,1.67,15,3.17,484.01,1.023,1552.78,3.21,NULL
2023-06,S0089,61000,1084,1.78,39,3.60,1290.97,1.191,3947.31,3.06,3.21
2023-07,S0089,54858,1005,1.83,28,2.79,914.62,0.91,2719.36,2.97,3.1
2023-08,S0089,56411,1105,1.96,37,3.35,1243.32,1.125,3943.17,3.17,3.06
2023-09,S0089,58004,958,1.65,25,2.61,803.34,0.839,2336.97,2.91,3.08
2023-10,S0089,65552,1183,1.80,44,3.72,1450.79,1.226,4525.21,3.12,3.04
2023-11,S0089,85739,1553,1.81,59,3.80,1939.89,1.249,5901.75,3.04,3.09
2023-12,S0089,94555,1678,1.77,63,3.75,2071.06,1.234,6587.68,3.18,3.04
2024-01,S0089,72758,1277,1.76,34,2.66,1161.77,0.91,3531.03,3.04,3.12
2024-02,S0089,48987,917,1.87,25,2.73,814.02,0.888,2581.59,3.17,3.1
2024-03,S0089,54726,965,1.76,27,2.80,894.69,0.927,2828.48,3.16,3.14
2024-04,S0089,56822,1013,1.78,34,3.36,1125.7,1.111,3236.06,2.87,3.11
2024-05,S0089,49523,875,1.77,28,3.20,947.9,1.083,2659.11,2.81,3.05
2024-06,S0089,27593,487,1.76,18,3.70,562.53,1.155,1907.7,3.39,2.94
2023-02,S0090,26547,424,1.60,16,3.77,604.38,1.425,1911.07,3.16,NULL
2023-03,S0090,34379,516,1.50,15,2.91,580.24,1.124,1790.45,3.09,3.16
2023-04,S0090,34981,587,1.68,19,3.24,746.75,1.272,2402.99,3.22,3.12
2023-05,S0090,77706,1556,2.00,63,4.05,2375.88,1.527,7785.69,3.28,3.16
2023-06,S0090,146195,3134,2.14,148,4.72,5632.88,1.797,17684.61,3.14,3.24
2023-07,S0090,131905,2894,2.19,120,4.15,4601.31,1.59,14376.26,3.12,3.18
2023-08,S0090,119545,2501,2.09,95,3.80,3654.77,1.461,11135.01,3.05,3.16
2023-09,S0090,113902,2355,2.07,112,4.76,4343.4,1.844,13492.76,3.11,3.11
2023-10,S0090,128557,2607,2.03,116,4.45,4498.73,1.726,13688.19,3.04,3.1
2023-11,S0090,165602,3605,2.18,160,4.44,6044.35,1.677,19643.49,3.25,3.07
2023-12,S0090,149536,3006,2.01,150,4.99,5803.85,1.931,18984.98,3.27,3.15
2024-01,S0090,82688,1655,2.00,77,4.65,2964.35,1.791,9878.28,3.33,3.2
2024-02,S0090,55983,1101,1.97,49,4.45,1899.98,1.726,6063.84,3.19,3.27
2024-03,S0090,61568,1190,1.93,56,4.71,2162.61,1.817,6628.09,3.06,3.27
2024-04,S0090,49362,1009,2.04,50,4.96,1978.76,1.961,6428.71,3.25,3.21
2024-05,S0090,31957,774,2.42,43,5.56,1684.67,2.177,4765.69,2.83,3.16
2024-06,S0090,7340,195,2.66,12,6.15,464.33,2.381,1433.97,3.09,3.06
2023-01,S0091,43402,1065,2.45,44,4.13,1563.38,1.468,4689.05,3,NULL
2023-02,S0091,38179,745,1.95,29,3.89,1010.22,1.356,3381.18,3.35,3
2023-03,S0091,43166,941,2.18,37,3.93,1318.73,1.401,4226.16,3.2,3.14
2023-04,S0091,44552,932,2.09,38,4.08,1327.16,1.424,3968.42,2.99,3.16
2023-05,S0091,57242,1108,1.94,38,3.43,1313.55,1.186,4139.77,3.15,3.17
2023-06,S0091,89374,1615,1.81,62,3.84,2228.01,1.38,7261.5,3.26,3.12
2023-07,S0091,76510,1370,1.79,50,3.65,1715.75,1.252,5349.4,3.12,3.16
2023-08,S0091,79263,1483,1.87,63,4.25,2185.37,1.474,6777.72,3.1,3.19
2023-09,S0091,84878,1626,1.92,73,4.49,2570.95,1.581,8362.91,3.25,3.16
2023-10,S0091,94907,1750,1.84,63,3.60,2138.55,1.222,7091.25,3.32,3.17
2023-11,S0091,117525,2172,1.85,91,4.19,3193.54,1.47,9620.32,3.01,3.22
2023-12,S0091,131225,2288,1.74,97,4.24,3391.58,1.482,9813.01,2.89,3.17
2024-01,S0091,99683,1992,2.00,88,4.42,3142.09,1.577,10099.22,3.21,3.04
2024-02,S0091,68973,1315,1.91,52,3.95,1815.68,1.381,5923.48,3.26,3.04
2024-03,S0091,77524,1412,1.82,47,3.33,1648.35,1.167,5587.11,3.39,3.09
2024-04,S0091,63806,1224,1.92,51,4.17,1806.89,1.476,5578.3,3.09,3.27
2024-05,S0091,21021,374,1.78,15,4.01,525.23,1.404,1594.34,3.04,3.24
2024-06,S0091,9872,183,1.85,7,3.83,235.92,1.289,788.81,3.34,3.21
2023-01,S0092,208358,3947,1.89,179,4.54,13742,3.482,39798.93,2.9,NULL
2023-02,S0092,190285,3928,2.06,167,4.25,13100.43,3.335,45934.99,3.51,2.9
2023-03,S0092,279402,5619,2.01,237,4.22,17886.28,3.183,54914.58,3.07,3.19
2023-04,S0092,306318,6147,2.01,277,4.51,21016.03,3.419,63943.53,3.04,3.14
2023-05,S0092,327537,6891,2.10,299,4.34,22706.63,3.295,71605.97,3.15,3.17
2023-06,S0092,378171,7289,1.93,328,4.50,24706.86,3.39,79792.86,3.23,3.09
2023-07,S0092,392529,7624,1.94,320,4.20,24888.4,3.264,76946.27,3.09,3.15
2023-08,S0092,419382,8149,1.94,336,4.12,25564.82,3.137,80253.79,3.14,3.16
2023-09,S0092,434933,8426,1.94,360,4.27,27498.52,3.264,85958.54,3.13,3.15
2023-10,S0092,492238,10128,2.06,432,4.27,32624.86,3.221,101917,3.12,3.12
2023-11,S0092,635321,12797,2.01,559,4.37,42648.53,3.333,135132.12,3.17,3.13
2023-12,S0092,695831,13391,1.92,568,4.24,43147.9,3.222,134278.36,3.11,3.14
2024-01,S0092,539932,10148,1.88,433,4.27,32469.68,3.2,102021.35,3.14,3.14
2024-02,S0092,365101,7460,2.04,325,4.36,25024.53,3.354,82069.94,3.28,3.14
2024-03,S0092,362070,7292,2.01,325,4.46,24481.89,3.357,79780.36,3.26,3.16
2024-04,S0092,295739,5881,1.99,275,4.68,20771.28,3.532,64918.44,3.13,3.22
2024-05,S0092,316947,6776,2.14,288,4.25,21454.36,3.166,64203.67,2.99,3.23
2024-06,S0092,170064,3845,2.26,171,4.45,12800.6,3.329,38497.99,3.01,3.13
2023-04,S0093,1024,24,2.34,0,0.00,0,0,0,NULL,NULL
2023-05,S0093,3449,82,2.38,0,0.00,0,0,0,NULL,NULL
2023-06,S0093,3675,97,2.64,0,0.00,0,0,0,NULL,NULL
2023-07,S0093,3179,88,2.77,0,0.00,0,0,0,NULL,NULL
2023-08,S0093,3211,80,2.49,0,0.00,0,0,0,NULL,NULL
2023-09,S0093,3475,78,2.24,0,0.00,0,0,0,NULL,NULL
2023-10,S0093,3847,97,2.52,0,0.00,0,0,0,NULL,NULL
2023-11,S0093,2593,67,2.58,0,0.00,0,0,0,NULL,NULL
2023-01,S0094,412795,7701,1.87,274,3.56,20746.19,2.694,68862.44,3.32,NULL
2023-02,S0094,266373,4869,1.83,178,3.66,14380.73,2.954,50136.98,3.49,3.32
2023-03,S0094,317262,5250,1.65,227,4.32,17976.07,3.424,55390.09,3.08,3.39
2023-04,S0094,318174,5755,1.81,224,3.89,18039.12,3.135,60509.65,3.35,3.28
2023-05,S0094,355546,6440,1.81,242,3.76,19897.15,3.09,55664.39,2.8,3.29
2023-06,S0094,347373,6449,1.86,268,4.16,21514.45,3.336,63281.19,2.94,3.07
2023-07,S0094,315824,5812,1.84,224,3.85,17997.98,3.097,56419.03,3.13,3.02
2023-08,S0094,320273,5603,1.75,230,4.10,17955.37,3.205,56564.07,3.15,2.95
2023-09,S0094,332851,5446,1.64,206,3.78,16186.78,2.972,52800.84,3.26,3.07
2023-10,S0094,390989,6620,1.69,239,3.61,19044.52,2.877,62071.62,3.26,3.18
2023-11,S0094,479477,8506,1.77,343,4.03,27625.59,3.248,87082.31,3.15,3.22
2023-12,S0094,538218,9204,1.71,381,4.14,30630.37,3.328,97467.35,3.18,3.21
2024-01,S0094,431583,8410,1.95,342,4.07,27709.11,3.295,91226.53,3.29,3.19
2024-02,S0094,273931,4694,1.71,173,3.69,13915.06,2.964,43175.37,3.1,3.21
2024-03,S0094,320521,5663,1.77,227,4.01,18269.4,3.226,55380.62,3.03,3.21
2024-04,S0094,116071,1698,1.46,66,3.89,5157.13,3.037,16863.56,3.27,3.17
2024-05,S0094,76117,1196,1.57,47,3.93,3712.83,3.104,11961.5,3.22,3.09
2024-06,S0094,7371,85,1.15,3,3.53,231.4,2.722,700.1,3.03,3.1
2023-02,S0095,15957,429,2.69,17,3.96,675.74,1.575,2241.81,3.32,NULL
2023-03,S0095,34924,760,2.18,33,4.34,1257.15,1.654,3904.92,3.11,3.32
2023-11,S0095,5244,143,2.73,2,1.40,78.75,0.551,287.83,3.65,3.18
2023-12,S0095,9669,262,2.71,14,5.34,583.38,2.227,1990.59,3.41,3.2
2024-01,S0095,7381,191,2.59,11,5.76,431.61,2.26,1507.46,3.49,3.22
2024-02,S0095,5233,123,2.35,3,2.44,118.62,0.964,354.97,2.99,3.46
2024-03,S0095,5704,149,2.61,3,2.01,115.68,0.776,316.26,2.73,3.4
2024-04,S0095,6091,150,2.46,3,2.00,118.26,0.788,299.55,2.53,3.27
2024-05,S0095,1257,37,2.94,2,5.41,86.02,2.325,286.83,3.33,2.75
2023-02,S0096,440574,7429,1.69,250,3.37,39457.29,5.311,120293.89,3.05,NULL
2023-03,S0096,1393059,25055,1.80,986,3.94,165288.9,6.597,491890.9,2.98,3.05
2023-04,S0096,808170,15989,1.98,573,3.58,93921.92,5.874,307279.47,3.27,2.99
2023-05,S0096,855828,14897,1.74,570,3.83,94333.47,6.332,284629.08,3.02,3.08
2023-06,S0096,867938,15486,1.78,679,4.38,114140.83,7.371,339070.72,2.97,3.07
2023-07,S0096,744535,13980,1.88,575,4.11,94283.56,6.744,295953.68,3.14,3.08
2023-08,S0096,871234,17042,1.96,806,4.73,131352.15,7.708,415177.65,3.16,3.04
2023-09,S0096,1015631,21827,2.15,951,4.36,156904.31,7.189,473486.11,3.02,3.09
2023-10,S0096,1124805,22235,1.98,956,4.30,157611.38,7.088,474308.7,3.01,3.1
2023-11,S0096,130169,3429,2.63,196,5.72,33255.07,9.698,97938.86,2.95,3.06
2023-01,S0097,18116,258,1.42,8,3.10,325.4,1.261,1060.97,3.26,NULL
2023-02,S0097,20296,326,1.61,12,3.68,472.1,1.448,1423.98,3.02,3.26
2023-03,S0097,24078,412,1.71,12,2.91,485.6,1.179,1588.53,3.27,3.12
2023-04,S0097,23646,371,1.57,9,2.43,373.5,1.007,1235.87,3.31,3.17
2023-05,S0097,68546,1187,1.73,39,3.29,1559.92,1.314,5091.46,3.26,3.19
2023-06,S0097,101273,1758,1.74,71,4.04,2840.46,1.616,8945.35,3.15,3.27
2023-07,S0097,113979,1927,1.69,70,3.63,2852.41,1.48,8653.03,3.03,3.2
2023-08,S0097,114831,2139,1.86,89,4.16,3557.98,1.663,10936.25,3.07,3.13
2023-09,S0097,110626,2157,1.95,91,4.22,3680.59,1.706,11537.23,3.13,3.08
2023-10,S0097,81792,1648,2.01,63,3.82,2567.81,1.558,7867.39,3.06,3.08
2023-11,S0097,107379,2152,2.00,101,4.69,4005.91,1.861,12782.13,3.19,3.09
2023-12,S0097,117080,2339,2.00,102,4.36,4090.26,1.749,13400.02,3.28,3.14
2024-01,S0097,89340,1905,2.13,74,3.88,3002.77,1.576,10046.69,3.35,3.19
2024-02,S0097,61700,1157,1.88,43,3.72,1737.81,1.502,5639.33,3.25,3.26
2024-03,S0097,46625,909,1.95,36,3.96,1437.38,1.581,4471.9,3.11,3.29
2024-04,S0097,46292,925,2.00,39,4.22,1560.13,1.687,5044.09,3.23,3.26
2024-05,S0097,48506,913,1.88,35,3.83,1452.18,1.591,4537.06,3.12,3.2
2024-06,S0097,2735,37,1.35,1,2.70,35.76,0.966,151.45,4.24,3.16
2023-02,S0098,81413,1980,2.43,97,4.90,9234.62,4.664,27511.61,2.98,NULL
2023-03,S0098,160508,3251,2.03,142,4.37,13469.65,4.143,41271.91,3.06,2.98
2023-04,S0098,328076,5810,1.77,250,4.30,24333.98,4.188,73753.32,3.03,3.03
2023-05,S0098,575807,10898,1.89,435,3.99,41501.91,3.808,132567.66,3.19,3.03
2023-06,S0098,530903,10179,1.92,429,4.21,42138.28,4.14,129306.79,3.07,3.12
2023-07,S0098,411820,7911,1.92,317,4.01,30378.75,3.84,91750.66,3.02,3.11
2023-08,S0098,426648,8307,1.95,347,4.18,33511.39,4.034,107535.88,3.21,3.1
2023-09,S0098,449853,8225,1.83,323,3.93,30733.01,3.737,97994.3,3.19,3.1
2023-10,S0098,522023,9601,1.84,402,4.19,38630.12,4.024,131039.54,3.39,3.14
2023-11,S0098,644502,12528,1.94,515,4.11,49940.68,3.986,165132.64,3.31,3.27
2023-12,S0098,732257,14123,1.93,574,4.06,55648.43,3.94,176682.31,3.17,3.3
2024-01,S0098,564592,11370,2.01,442,3.89,42331.05,3.723,127619.25,3.01,3.28
2024-02,S0098,350090,6477,1.85,277,4.28,26812.01,4.14,83435.83,3.11,3.17
2024-03,S0098,223926,5629,2.51,286,5.08,27932.02,4.962,86414.58,3.09,3.11
2024-04,S0098,229677,5510,2.40,264,4.79,25085.08,4.553,75164.12,3,3.06
2024-05,S0098,242971,5756,2.37,247,4.29,23823.91,4.139,76958.12,3.23,3.07
2024-06,S0098,94392,2093,2.22,100,4.78,9531.4,4.554,28277.82,2.97,3.1
2023-02,S0099,3234,78,2.41,2,2.56,63.86,0.819,162.99,2.55,NULL
2023-03,S0099,10847,250,2.30,13,5.20,436.35,1.745,1507.53,3.45,2.55
2023-04,S0099,11049,290,2.62,13,4.48,425.41,1.467,1417.81,3.33,3.34
2023-05,S0099,11739,294,2.50,13,4.42,434.64,1.478,1365.41,3.14,3.34
2023-06,S0099,25715,591,2.30,29,4.91,986.69,1.67,3018.16,3.06,3.31
2023-07,S0099,26998,661,2.45,29,4.39,955.66,1.446,2858,2.99,3.14
2023-08,S0099,27692,612,2.21,31,5.07,1009.86,1.65,3233.77,3.2,3.05
2023-09,S0099,28681,586,2.04,28,4.78,924.53,1.578,3137.88,3.39,3.09
2023-10,S0099,55258,1133,2.05,45,3.97,1478.09,1.305,4597.49,3.11,3.19
2023-11,S0099,83844,1739,2.07,79,4.54,2647.3,1.522,8297.99,3.13,3.21
2023-12,S0099,76573,1640,2.14,74,4.51,2485.14,1.515,7976,3.21,3.17
2024-01,S0099,36318,849,2.34,39,4.59,1281.19,1.509,4209.22,3.29,3.16
2024-02,S0099,22612,526,2.33,16,3.04,518.98,0.987,1712.65,3.3,3.19
2024-03,S0099,25210,637,2.53,25,3.92,838.23,1.316,2629.25,3.14,3.24
2024-04,S0099,27661,634,2.29,26,4.10,868.06,1.369,2810.02,3.24,3.24
2024-05,S0099,21340,507,2.38,27,5.33,885.97,1.747,2818.44,3.18,3.21
2024-06,S0099,1862,37,1.99,2,5.41,63.03,1.704,164.54,2.61,3.19
2023-01,S0100,9301,243,2.61,12,4.94,510.67,2.102,1545.63,3.03,NULL
2023-02,S0100,31809,731,2.30,28,3.83,1180.87,1.615,3782.25,3.2,3.03
2023-03,S0100,37778,821,2.17,33,4.02,1380.49,1.681,4745.53,3.44,3.15
2023-04,S0100,38265,887,2.32,33,3.72,1402.74,1.581,4591.77,3.27,3.28
2023-05,S0100,43615,986,2.26,43,4.36,1764.45,1.79,4992.6,2.83,3.31
2023-06,S0100,42282,929,2.20,37,3.98,1559.6,1.679,4955.06,3.18,3.15
2023-07,S0100,38282,928,2.42,35,3.77,1468.91,1.583,4650.3,3.17,3.08
2023-08,S0100,37837,822,2.17,31,3.77,1299.36,1.581,3958.77,3.05,3.05
2023-09,S0100,41984,978,2.33,51,5.21,2193.8,2.243,7128.42,3.25,3.13
2023-10,S0100,46369,994,2.14,40,4.02,1679.3,1.689,5513.11,3.28,3.17
2023-11,S0100,61753,1457,2.36,62,4.26,2601.99,1.786,8065.96,3.1,3.21
2023-12,S0100,63150,1473,2.33,62,4.21,2611.44,1.773,8737.69,3.35,3.2
2024-01,S0100,50928,1076,2.11,41,3.81,1753.78,1.63,5686.4,3.24,3.24
2024-02,S0100,33005,772,2.34,32,4.15,1309.65,1.696,4401.41,3.36,3.23
2024-03,S0100,39556,928,2.35,45,4.85,1863.64,2.008,6107.66,3.28,3.32
2024-04,S0100,37036,816,2.20,35,4.29,1460.25,1.79,4239.92,2.9,3.29
2024-05,S0100,34437,739,2.15,33,4.47,1386.17,1.876,4357.12,3.14,3.18
2024-06,S0100,2096,37,1.77,2,5.41,91.75,2.48,222.93,2.43,3.12
2023-01,S0101,40112,1099,2.74,41,3.73,3301.19,3.004,10343.24,3.13,NULL
2023-02,S0101,84813,2015,2.38,121,6.00,9711.65,4.82,28399.8,2.92,3.13
2023-03,S0101,97732,2210,2.26,113,5.11,9063.8,4.101,30615.71,3.38,2.98
2023-04,S0101,318805,6620,2.08,307,4.64,24602.72,3.716,80095.12,3.26,3.14
2023-05,S0101,468218,9961,2.13,464,4.66,37248.07,3.739,119911.23,3.22,3.21
2023-06,S0101,479953,9639,2.01,438,4.54,34783.48,3.609,107775.94,3.1,3.25
2023-07,S0101,416046,8295,1.99,384,4.63,30472.14,3.674,96008.73,3.15,3.19
2023-08,S0101,617875,10781,1.74,457,4.24,35973.56,3.337,109703.65,3.05,3.16
2023-09,S0101,645567,12746,1.97,559,4.39,44668.76,3.505,137182.29,3.07,3.1
2023-10,S0101,701054,12653,1.80,556,4.39,44719.42,3.534,137095.32,3.07,3.09
2023-11,S0101,646160,14057,2.18,659,4.69,52574.1,3.74,162731.14,3.1,3.06
2023-12,S0101,974353,18754,1.92,780,4.16,62026.57,3.307,190637.38,3.07,3.08
2024-01,S0101,902370,17485,1.94,761,4.35,60871.72,3.481,192633.67,3.16,3.08
2024-02,S0101,681987,12852,1.88,523,4.07,41817.4,3.254,132736.05,3.17,3.11
2024-03,S0101,757610,14735,1.94,649,4.40,52477.88,3.561,167468.89,3.19,3.13
2024-04,S0101,609905,12668,2.08,564,4.45,45429.53,3.586,145330.12,3.2,3.18
2024-05,S0101,572307,10733,1.88,434,4.04,34997.16,3.261,113126.78,3.23,3.19
2024-06,S0101,200666,4620,2.30,225,4.87,17632.96,3.817,55646.9,3.16,3.2
2023-01,S0102,24235,490,2.02,20,4.08,630.51,1.287,1853.67,2.94,NULL
2023-02,S0102,31492,619,1.97,25,4.04,802.39,1.296,2589.96,3.23,2.94
2023-03,S0102,79455,1523,1.92,63,4.14,1994.39,1.31,6549.12,3.28,3.1
2023-04,S0102,83500,1697,2.03,64,3.77,2006.17,1.182,6048.01,3.01,3.21
2023-05,S0102,91321,1845,2.02,70,3.79,2150.38,1.166,6697.45,3.11,3.16
2023-06,S0102,90972,1743,1.92,66,3.79,2100.58,1.205,6548.29,3.12,3.14
2023-07,S0102,81595,1530,1.88,56,3.66,1793.73,1.172,5609.01,3.13,3.08
2023-08,S0102,82629,1547,1.87,69,4.46,2198.69,1.421,6889.29,3.13,3.12
2023-09,S0102,62320,1224,1.96,45,3.68,1436.9,1.174,4758.37,3.31,3.13
2023-10,S0102,65429,1125,1.72,42,3.73,1318.31,1.172,4023.19,3.05,3.18
2023-11,S0102,84555,1551,1.83,66,4.26,2074.51,1.338,6642.91,3.2,3.16
2023-12,S0102,91629,1625,1.77,69,4.25,2191.39,1.349,6987.61,3.19,3.19
2024-01,S0102,72907,1259,1.73,53,4.21,1687.22,1.34,5639.66,3.34,3.16
2024-02,S0102,45343,752,1.66,22,2.93,699.8,0.931,2270.82,3.24,3.24
2024-03,S0102,52378,941,1.80,25,2.66,789.28,0.839,2649.68,3.36,3.25
2024-04,S0102,55138,980,1.78,36,3.67,1147.04,1.17,3529.32,3.08,3.32
2024-05,S0102,45764,816,1.78,25,3.06,790.3,0.969,2346.7,2.97,3.21
2024-02,S0103,5326,107,2.01,0,0.00,0,0,0,NULL,NULL
2024-03,S0103,6507,120,1.84,0,0.00,0,0,0,NULL,NULL
2024-04,S0103,6793,122,1.80,0,0.00,0,0,0,NULL,NULL
2024-05,S0103,7351,122,1.66,0,0.00,0,0,0,NULL,NULL
2024-06,S0103,1153,25,2.17,1,4.00,30.17,1.207,84.27,2.79,NULL
2023-02,S0104,287072,4970,1.73,199,4.00,27897.16,5.613,90518.49,3.24,NULL
2023-03,S0104,387439,6354,1.64,242,3.81,34511.09,5.431,108395.58,3.14,3.24
2023-04,S0104,368619,6517,1.77,268,4.11,38645.71,5.93,127157.86,3.29,3.19
2023-05,S0104,415873,7196,1.73,307,4.27,43376.59,6.028,134627.87,3.1,3.23
2023-06,S0104,735982,15922,2.16,644,4.04,91357.8,5.738,298949.39,3.27,3.18
2023-07,S0104,1116020,20548,1.84,869,4.23,123167.31,5.994,393466.27,3.19,3.23
2023-08,S0104,1671844,32278,1.93,1330,4.12,189364.25,5.867,623277.19,3.29,3.21
2023-09,S0104,2080027,37464,1.80,1522,4.06,216120.81,5.769,692581.88,3.2,3.26
2023-10,S0104,2749622,48598,1.77,1922,3.95,272077.09,5.599,839826.43,3.09,3.23
2023-11,S0104,3581661,62099,1.73,2486,4.00,351273.1,5.657,1132555.18,3.22,3.18
2023-12,S0104,3916930,68021,1.74,2703,3.97,382080.99,5.617,1221023.07,3.2,3.17
2024-01,S0104,2547859,41519,1.63,1641,3.95,231847.08,5.584,732791.49,3.16,3.18
2024-02,S0104,1268615,21842,1.72,847,3.88,120841.81,5.533,374046.39,3.1,3.2
2024-03,S0104,1400167,24966,1.78,973,3.90,137603.29,5.512,448009.73,3.26,3.17
2024-04,S0104,1437337,24066,1.67,971,4.03,139302.15,5.788,458546,3.29,3.17
2024-05,S0104,475494,8175,1.72,292,3.57,41195.42,5.039,133492,3.24,3.22
2023-01,S0105,38026,902,2.37,36,3.99,2612.16,2.896,9176.4,3.51,NULL
2023-02,S0105,62134,1513,2.44,83,5.49,6272.01,4.145,21078.47,3.36,3.51
2023-03,S0105,71213,1677,2.35,101,6.02,7564.94,4.511,24700.56,3.27,3.41
2023-04,S0105,80721,1954,2.42,105,5.37,8133.06,4.162,25073.22,3.08,3.34
2023-05,S0105,139252,2941,2.11,145,4.93,11273.27,3.833,36501.73,3.24,3.22
2023-06,S0105,150231,3708,2.47,198,5.34,14888.68,4.015,46526.74,3.12,3.2
2023-07,S0105,215390,5572,2.59,277,4.97,21032.4,3.775,65842.25,3.13,3.15
2023-08,S0105,217327,5430,2.50,281,5.17,21140.66,3.893,64764.3,3.06,3.15
2023-09,S0105,228268,5810,2.55,275,4.73,21201.92,3.649,68664.14,3.24,3.1
2023-10,S0105,267376,6572,2.46,335,5.10,25407.9,3.866,77208.43,3.04,3.14
2023-11,S0105,340712,8230,2.42,381,4.63,28848.65,3.505,91900.86,3.19,3.11
